Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
376,US-2018-100375,2018-06-15,2018-06-22,Standard Class,CU-10375,Susan Miller,Consumer,United States,Miami,Florida,Central,FUR-62166,Furniture,Furnishings,Furnishings Model 798,2273.52,7,0.0,139.94
377,US-2019-100376,2019-04-10,2019-04-14,Second Class,CU-10376,David Miller,Consumer,United States,Buffalo,New York,West,OFF-50490,Office Supplies,Binders,Binders Model 521,36.04,1,0.0,7.39
378,US-2018-100377,2018-07-06,2018-07-07,First Class,CU-10377,Robert Harris,Home Office,United States,Houston,Texas,West,TEC-29043,Technology,Accessories,Accessories Model 536,623.21,7,0.0,133.71
379,US-2017-100378,2017-05-03,2017-05-06,Second Class,CU-10378,Richard Jackson,Consumer,United States,Orlando,Florida,West,FUR-18711,Furniture,Chairs,Chairs Model 993,3391.17,7,0.0,198.07
380,US-2020-100379,2020-04-11,2020-04-16,Standard Class,CU-10379,Jessica Williams,Consumer,United States,Atlanta,Georgia,East,FUR-77591,Furniture,Chairs,Chairs Model 270,1608.83,4,0.3,11.15
381,US-2020-100380,2020-07-28,2020-08-01,First Class,CU-10380,Michael Garcia,Consumer,United States,Springfield,Illinois,West,TEC-70507,Technology,Machines,Machines Model 799,1566.64,5,0.0,308.56
382,US-2019-100381,2019-11-28,2019-12-01,Second Class,CU-10381,John White,Consumer,United States,Chicago,Illinois,South,OFF-81223,Office Supplies,Paper,Paper Model 172,269.01,7,0.0,52.05
383,US-2018-100382,2018-04-26,2018-05-01,Second Class,CU-10382,Barbara Johnson,Consumer,United States,Detroit,Michigan,Central,FUR-35373,Furniture,Bookcases,Bookcases Model 777,806.6,3,0.0,17.77
384,US-2017-100383,2017-10-31,2017-11-01,Standard Class,CU-10383,Robert Thomas,Consumer,United States,Cleveland,Ohio,Central,TEC-37178,Technology,Copiers,Copiers Model 946,1575.08,5,0.0,382.56
385,US-2019-100384,2019-10-30,2019-11-02,Second Class,CU-10384,Robert Garcia,Consumer,United States,Cleveland,Ohio,Central,OFF-92154,Office Supplies,Binders,Binders Model 291,106.74,4,0.2,30.48
386,US-2017-100385,2017-05-30,2017-06-02,Standard Class,CU-10385,William Davis,Consumer,United States,Charlotte,North Carolina,East,FUR-96193,Furniture,Chairs,Chairs Model 372,694.38,7,0.2,4.64
387,US-2019-100386,2019-01-18,2019-01-20,Standard Class,CU-10386,Nancy Taylor,Corporate,United States,Spokane,Washington,East,FUR-23566,Furniture,Chairs,Chairs Model 465,583.3,3,0.0,47.12
388,US-2020-100387,2020-04-01,2020-04-03,Standard Class,CU-10387,Charles Johnson,Home Office,United States,Charlotte,North Carolina,West,FUR-92801,Furniture,Bookcases,Bookcases Model 920,193.8,1,0.5,-26.11
389,US-2020-100388,2020-04-30,2020-05-05,Second Class,CU-10388,Barbara Jones,Consumer,United States,Savannah,Georgia,East,TEC-70730,Technology,Accessories,Accessories Model 323,625.76,4,0.1,152.39
390,US-2020-100389,2020-09-15,2020-09-22,First Class,CU-10389,Michael Smith,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-90065,Furniture,Chairs,Chairs Model 299,425.56,5,0.3,-9.69
391,US-2018-100390,2018-07-23,2018-07-30,Standard Class,CU-10390,Richard Harris,Corporate,United States,Orlando,Florida,South,TEC-29958,Technology,Machines,Machines Model 763,2091.79,7,0.0,296.61
392,US-2017-100391,2017-01-22,2017-01-27,First Class,CU-10391,Patricia Harris,Corporate,United States,Raleigh,North Carolina,West,TEC-71571,Technology,Machines,Machines Model 685,829.35,3,0.0,165.15
393,US-2020-100392,2020-05-20,2020-05-25,Second Class,CU-10392,Christopher Harris,Corporate,United States,Spokane,Washington,East,TEC-94881,Technology,Phones,Phones Model 989,48.92,3,0.2,8.96
394,US-2017-100393,2017-12-03,2017-12-07,Second Class,CU-10393,David Williams,Consumer,United States,Phoenix,Arizona,Central,OFF-56044,Office Supplies,Storage,Storage Model 579,137.78,6,0.0,32.52
395,US-2017-100394,2017-08-25,2017-08-28,First Class,CU-10394,Jessica Anderson,Consumer,United States,Spokane,Washington,East,TEC-15784,Technology,Phones,Phones Model 943,1258.28,9,0.0,93.21
396,US-2017-100395,2017-11-27,2017-11-29,Standard Class,CU-10395,Thomas Davis,Consumer,United States,Savannah,Georgia,South,TEC-32531,Technology,Accessories,Accessories Model 178,717.62,3,0.3,67.05
397,US-2019-100396,2019-07-19,2019-07-26,First Class,CU-10396,David Wilson,Corporate,United States,Spokane,Washington,East,OFF-67249,Office Supplies,Binders,Binders Model 273,119.24,6,0.1,25.95
398,US-2020-100397,2020-10-08,2020-10-15,Standard Class,CU-10397,Mary Wilson,Consumer,United States,Pittsburgh,Pennsylvania,Central,TEC-35191,Technology,Copiers,Copiers Model 214,975.24,6,0.0,143.35
399,US-2018-100398,2018-05-05,2018-05-08,Standard Class,CU-10398,William Davis,Corporate,United States,Phoenix,Arizona,West,OFF-63911,Office Supplies,Binders,Binders Model 943,29.96,1,0.0,6.06
400,US-2020-100399,2020-01-29,2020-02-01,First Class,CU-10399,William Brown,Home Office,United States,Phoenix,Arizona,Central,OFF-26432,Office Supplies,Paper,Paper Model 228,228.02,6,0.0,57.46
401,US-2018-100400,2018-02-23,2018-02-25,Standard Class,CU-10400,John Harris,Home Office,United States,Rochester,New York,West,OFF-14698,Office Supplies,Storage,Storage Model 418,88.06,4,0.0,17.01
402,US-2019-100401,2019-08-19,2019-08-20,Standard Class,CU-10401,James Davis,Consumer,United States,Cleveland,Ohio,East,OFF-78626,Office Supplies,Supplies,Supplies Model 978,90.39,2,0.1,20.37
403,US-2020-100402,2020-09-20,2020-09-24,Standard Class,CU-10402,Richard Thomas,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-68503,Technology,Copiers,Copiers Model 835,2180.83,7,0.0,473.14
404,US-2018-100403,2018-02-21,2018-02-28,Standard Class,CU-10403,Patricia Harris,Consumer,United States,Los Angeles,California,Central,OFF-54774,Office Supplies,Paper,Paper Model 126,109.79,3,0.0,29.96
405,US-2017-100404,2017-07-23,2017-07-30,Standard Class,CU-10404,David Anderson,Home Office,United States,Houston,Texas,East,OFF-12456,Office Supplies,Supplies,Supplies Model 323,301.85,9,0.1,56.23
406,US-2018-100405,2018-02-12,2018-02-17,Standard Class,CU-10405,James White,Corporate,United States,New York City,New York,South,FUR-36818,Furniture,Tables,Tables Model 705,4434.2,9,0.0,79.62
407,US-2020-100406,2020-02-25,2020-02-26,Standard Class,CU-10406,Christopher Anderson,Corporate,United States,New York City,New York,East,TEC-46992,Technology,Machines,Machines Model 397,41.82,2,0.0,7.77
408,US-2020-100407,2020-07-02,2020-07-03,Standard Class,CU-10407,Michael Harris,Consumer,United States,Columbus,Ohio,West,TEC-15108,Technology,Phones,Phones Model 170,3877.77,7,0.0,996.68
409,US-2020-100408,2020-02-21,2020-02-24,Standard Class,CU-10408,Christopher Davis,Corporate,United States,Atlanta,Georgia,East,FUR-20252,Furniture,Bookcases,Bookcases Model 440,549.87,8,0.0,16.61
410,US-2017-100409,2017-11-25,2017-11-28,Standard Class,CU-10409,Jennifer Garcia,Consumer,United States,Raleigh,North Carolina,West,OFF-60446,Office Supplies,Paper,Paper Model 715,53.56,2,0.3,9.44
411,US-2018-100410,2018-06-04,2018-06-07,Standard Class,CU-10410,Christopher Davis,Home Office,United States,San Diego,California,Central,FUR-79153,Furniture,Furnishings,Furnishings Model 117,479.36,6,0.0,39.97
412,US-2017-100411,2017-07-28,2017-08-04,Same Day,CU-10411,Lisa Williams,Consumer,United States,Philadelphia,Pennsylvania,West,TEC-31698,Technology,Copiers,Copiers Model 736,1805.01,9,0.1,232.41
413,US-2019-100412,2019-03-19,2019-03-26,First Class,CU-10412,James Davis,Corporate,United States,Buffalo,New York,Central,FUR-49141,Furniture,Chairs,Chairs Model 474,1088.51,6,0.0,52.33
414,US-2019-100413,2019-04-23,2019-04-30,Standard Class,CU-10413,David Jackson,Consumer,United States,Spokane,Washington,West,TEC-28487,Technology,Machines,Machines Model 717,100.65,1,0.3,18.25
415,US-2017-100414,2017-02-28,2017-03-02,Second Class,CU-10414,James Smith,Consumer,United States,Savannah,Georgia,West,FUR-76187,Furniture,Furnishings,Furnishings Model 925,612.56,3,0.0,27.45
416,US-2020-100415,2020-04-09,2020-04-12,Standard Class,CU-10415,Susan Anderson,Consumer,United States,Philadelphia,Pennsylvania,West,FUR-40141,Furniture,Furnishings,Furnishings Model 806,645.89,2,0.0,27.59
417,US-2017-100416,2017-01-05,2017-01-09,Standard Class,CU-10416,Jessica Anderson,Home Office,United States,Buffalo,New York,West,FUR-49491,Furniture,Furnishings,Furnishings Model 472,2555.55,9,0.0,127.93
418,US-2019-100417,2019-02-13,2019-02-15,Second Class,CU-10417,Karen Wilson,Consumer,United States,Rochester,New York,West,OFF-68727,Office Supplies,Appliances,Appliances Model 577,35.75,1,0.0,6.23
419,US-2017-100418,2017-12-24,2017-12-26,First Class,CU-10418,Robert Davis,Consumer,United States,Raleigh,North Carolina,Central,TEC-73651,Technology,Machines,Machines Model 376,1968.13,9,0.0,224.11
420,US-2019-100419,2019-08-21,2019-08-28,Second Class,CU-10419,Nancy Jones,Corporate,United States,Detroit,Michigan,West,OFF-90625,Office Supplies,Storage,Storage Model 756,93.44,3,0.0,13.84
421,US-2017-100420,2017-12-06,2017-12-09,Standard Class,CU-10420,Patricia Davis,Home Office,United States,Tampa,Florida,Central,TEC-36809,Technology,Machines,Machines Model 879,996.39,4,0.0,205.42
422,US-2020-100421,2020-08-28,2020-09-01,Second Class,CU-10421,Jessica Smith,Consumer,United States,San Diego,California,Central,OFF-42859,Office Supplies,Supplies,Supplies Model 544,43.3,1,0.0,11.19
423,US-2019-100422,2019-05-04,2019-05-05,Standard Class,CU-10422,Charles Jackson,Corporate,United States,Columbus,Ohio,South,TEC-58057,Technology,Phones,Phones Model 947,546.72,2,0.0,109.67
424,US-2019-100423,2019-01-01,2019-01-05,Second Class,CU-10423,Jennifer Johnson,Corporate,United States,Charlotte,North Carolina,Central,TEC-35184,Technology,Accessories,Accessories Model 328,926.07,3,0.1,174.44
425,US-2017-100424,2017-10-29,2017-11-01,First Class,CU-10424,Patricia Smith,Consumer,United States,Cleveland,Ohio,East,OFF-45460,Office Supplies,Binders,Binders Model 279,140.84,5,0.0,26.25
426,US-2018-100425,2018-11-22,2018-11-24,Standard Class,CU-10425,Charles Jackson,Consumer,United States,Philadelphia,Pennsylvania,West,FUR-38360,Furniture,Bookcases,Bookcases Model 182,937.38,4,0.0,76.04
427,US-2018-100426,2018-01-15,2018-01-22,Standard Class,CU-10426,Lisa Garcia,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-73456,Technology,Phones,Phones Model 666,374.51,1,0.1,69.04
428,US-2018-100427,2018-10-11,2018-10-16,Standard Class,CU-10427,Jennifer Anderson,Consumer,United States,Spokane,Washington,East,FUR-35017,Furniture,Tables,Tables Model 953,1745.65,8,0.5,-149.7
429,US-2020-100428,2020-04-11,2020-04-13,First Class,CU-10428,Susan Taylor,Home Office,United States,Tampa,Florida,West,TEC-96102,Technology,Phones,Phones Model 316,2706.61,9,0.0,232.11
430,US-2018-100429,2018-04-10,2018-04-17,Second Class,CU-10429,Thomas Davis,Corporate,United States,San Diego,California,West,TEC-42415,Technology,Machines,Machines Model 691,525.86,2,0.2,77.67
431,US-2020-100430,2020-03-28,2020-04-04,Standard Class,CU-10430,Jennifer Anderson,Consumer,United States,New York City,New York,South,TEC-47620,Technology,Accessories,Accessories Model 741,196.0,8,0.5,5.32
432,US-2019-100431,2019-10-22,2019-10-24,Standard Class,CU-10431,Richard White,Consumer,United States,Austin,Texas,South,OFF-56491,Office Supplies,Appliances,Appliances Model 232,141.05,9,0.2,34.5
433,US-2019-100432,2019-09-10,2019-09-14,Standard Class,CU-10432,Mary Anderson,Corporate,United States,San Francisco,California,East,OFF-34028,Office Supplies,Storage,Storage Model 363,0.06,6,0.3,0.01
434,US-2018-100433,2018-07-31,2018-08-05,Second Class,CU-10433,Linda Brown,Consumer,United States,Chicago,Illinois,Central,OFF-17138,Office Supplies,Paper,Paper Model 486,23.35,1,0.0,6.53
435,US-2017-100434,2017-10-25,2017-10-26,Standard Class,CU-10434,Thomas White,Home Office,United States,Raleigh,North Carolina,West,OFF-87342,Office Supplies,Paper,Paper Model 970,149.92,5,0.0,30.57
436,US-2020-100435,2020-07-09,2020-07-16,Standard Class,CU-10435,John White,Corporate,United States,Columbus,Ohio,East,OFF-84144,Office Supplies,Binders,Binders Model 696,26.74,1,0.3,6.33
437,US-2019-100436,2019-06-08,2019-06-09,Standard Class,CU-10436,Lisa Miller,Consumer,United States,Phoenix,Arizona,West,FUR-10631,Furniture,Tables,Tables Model 185,3686.49,7,0.0,-36.35
438,US-2018-100437,2018-07-13,2018-07-14,Standard Class,CU-10437,Jessica Jackson,Consumer,United States,Chicago,Illinois,West,TEC-31709,Technology,Machines,Machines Model 607,957.64,4,0.0,122.22
439,US-2020-100438,2020-01-01,2020-01-05,Standard Class,CU-10438,James Smith,Corporate,United States,Charlotte,North Carolina,Central,TEC-87889,Technology,Copiers,Copiers Model 599,2519.41,9,0.0,332.06
440,US-2018-100439,2018-11-04,2018-11-06,Second Class,CU-10439,Richard Anderson,Consumer,United States,Miami,Florida,South,FUR-86309,Furniture,Tables,Tables Model 497,155.99,1,0.2,-1.16
441,US-2017-100440,2017-02-28,2017-03-03,Standard Class,CU-10440,Lisa Thomas,Consumer,United States,Columbus,Ohio,East,TEC-83759,Technology,Copiers,Copiers Model 273,769.31,3,0.0,156.26
442,US-2020-100441,2020-01-17,2020-01-18,Standard Class,CU-10441,Christopher Thomas,Corporate,United States,Houston,Texas,Central,TEC-42628,Technology,Phones,Phones Model 557,751.94,3,0.0,126.52
443,US-2019-100442,2019-09-27,2019-10-02,Standard Class,CU-10442,Thomas Wilson,Corporate,United States,Detroit,Michigan,Central,OFF-13634,Office Supplies,Storage,Storage Model 242,120.58,5,0.0,16.36
444,US-2020-100443,2020-09-13,2020-09-14,Standard Class,CU-10443,Jennifer Harris,Home Office,United States,Tucson,Arizona,Central,FUR-78052,Furniture,Bookcases,Bookcases Model 247,3228.44,6,0.0,294.96
445,US-2017-100444,2017-09-17,2017-09-21,Second Class,CU-10444,Jennifer Miller,Consumer,United States,Cleveland,Ohio,East,TEC-51494,Technology,Copiers,Copiers Model 389,1155.17,4,0.1,181.73
446,US-2017-100445,2017-04-01,2017-04-05,Second Class,CU-10445,Jessica Wilson,Consumer,United States,Orlando,Florida,East,TEC-97645,Technology,Accessories,Accessories Model 720,1033.54,4,0.0,148.54
447,US-2018-100446,2018-07-25,2018-07-26,Standard Class,CU-10446,Nancy Miller,Consumer,United States,Phoenix,Arizona,Central,FUR-97353,Furniture,Furnishings,Furnishings Model 365,451.96,2,0.0,28.0
448,US-2018-100447,2018-11-11,2018-11-14,Second Class,CU-10447,Michael Anderson,Consumer,United States,Seattle,Washington,Central,OFF-85020,Office Supplies,Storage,Storage Model 544,258.76,9,0.2,55.37
449,US-2018-100448,2018-08-09,2018-08-10,Standard Class,CU-10448,Nancy Jones,Consumer,United States,Chicago,Illinois,West,OFF-25165,Office Supplies,Appliances,Appliances Model 465,61.21,3,0.3,14.47
450,US-2018-100449,2018-12-05,2018-12-07,Second Class,CU-10449,Linda Williams,Home Office,United States,New York City,New York,West,TEC-56521,Technology,Phones,Phones Model 576,872.13,3,0.1,225.56
451,US-2017-100450,2017-04-03,2017-04-07,Standard Class,CU-10450,David Brown,Corporate,United States,Spokane,Washington,East,OFF-37490,Office Supplies,Supplies,Supplies Model 516,186.36,5,0.1,44.31
452,US-2018-100451,2018-02-26,2018-02-28,First Class,CU-10451,Jessica Johnson,Corporate,United States,San Francisco,California,East,TEC-62412,Technology,Accessories,Accessories Model 364,383.16,1,0.0,69.87
453,US-2018-100452,2018-05-05,2018-05-06,Second Class,CU-10452,Lisa Garcia,Corporate,United States,Dallas,Texas,Central,FUR-40950,Furniture,Tables,Tables Model 979,1319.38,4,0.1,101.77
454,US-2019-100453,2019-07-20,2019-07-25,Same Day,CU-10453,Patricia Wilson,Corporate,United States,New York City,New York,East,TEC-83554,Technology,Phones,Phones Model 420,734.35,3,0.0,102.11
455,US-2017-100454,2017-08-29,2017-09-03,Standard Class,CU-10454,Michael Miller,Consumer,United States,New York City,New York,West,FUR-86232,Furniture,Bookcases,Bookcases Model 597,924.25,4,0.0,50.81
456,US-2019-100455,2019-10-14,2019-10-18,Same Day,CU-10455,Jessica Davis,Consumer,United States,Savannah,Georgia,East,TEC-97705,Technology,Phones,Phones Model 134,1755.12,6,0.0,428.03
457,US-2017-100456,2017-04-12,2017-04-17,Standard Class,CU-10456,Barbara White,Consumer,United States,Detroit,Michigan,West,FUR-45292,Furniture,Tables,Tables Model 618,940.45,5,0.0,180.48
458,US-2017-100457,2017-01-04,2017-01-11,Second Class,CU-10457,James Harris,Home Office,United States,Austin,Texas,Central,TEC-47799,Technology,Machines,Machines Model 914,801.78,6,0.3,119.24
459,US-2020-100458,2020-11-17,2020-11-24,Second Class,CU-10458,William Harris,Corporate,United States,Springfield,Illinois,Central,FUR-33375,Furniture,Furnishings,Furnishings Model 246,1985.55,8,0.3,154.64
460,US-2019-100459,2019-09-19,2019-09-21,Second Class,CU-10459,Karen Smith,Consumer,United States,Rochester,New York,West,TEC-10532,Technology,Phones,Phones Model 606,1503.98,7,0.0,266.06
461,US-2017-100460,2017-04-04,2017-04-11,Standard Class,CU-10460,Christopher Wilson,Consumer,United States,Springfield,Illinois,Central,FUR-22765,Furniture,Chairs,Chairs Model 199,3220.52,9,0.2,13.8
462,US-2020-100461,2020-09-03,2020-09-04,Standard Class,CU-10461,Nancy Harris,Consumer,United States,Rochester,New York,South,TEC-38285,Technology,Copiers,Copiers Model 883,548.6,6,0.0,103.49
463,US-2018-100462,2018-03-14,2018-03-21,Standard Class,CU-10462,John Williams,Corporate,United States,Chicago,Illinois,West,TEC-84895,Technology,Accessories,Accessories Model 964,1101.83,4,0.2,176.87
464,US-2017-100463,2017-12-16,2017-12-20,Standard Class,CU-10463,Barbara Smith,Consumer,United States,Austin,Texas,East,TEC-48757,Technology,Accessories,Accessories Model 183,2161.57,7,0.2,457.32
465,US-2018-100464,2018-08-03,2018-08-08,First Class,CU-10464,Thomas Davis,Consumer,United States,Columbus,Ohio,East,TEC-28892,Technology,Accessories,Accessories Model 752,485.08,4,0.1,90.56
466,US-2017-100465,2017-10-19,2017-10-23,Standard Class,CU-10465,Nancy Brown,Home Office,United States,Chicago,Illinois,South,OFF-19903,Office Supplies,Storage,Storage Model 715,30.33,1,0.0,5.41
467,US-2017-100466,2017-02-08,2017-02-09,Standard Class,CU-10466,Robert Jackson,Consumer,United States,Pittsburgh,Pennsylvania,East,FUR-49439,Furniture,Chairs,Chairs Model 257,3075.89,9,0.0,130.16
468,US-2017-100467,2017-08-28,2017-08-29,Standard Class,CU-10467,Robert Smith,Consumer,United States,Seattle,Washington,Central,OFF-90304,Office Supplies,Supplies,Supplies Model 282,476.39,9,0.0,107.58
469,US-2019-100468,2019-04-20,2019-04-22,First Class,CU-10468,Michael Jones,Corporate,United States,Phoenix,Arizona,Central,TEC-61245,Technology,Phones,Phones Model 255,752.34,4,0.0,160.96
470,US-2019-100469,2019-11-30,2019-12-07,Standard Class,CU-10469,John Anderson,Consumer,United States,Buffalo,New York,East,OFF-89970,Office Supplies,Supplies,Supplies Model 775,23.57,1,0.3,5.63
471,US-2020-100470,2020-09-24,2020-10-01,Second Class,CU-10470,Jennifer Garcia,Consumer,United States,Raleigh,North Carolina,East,TEC-28872,Technology,Phones,Phones Model 157,1379.64,6,0.2,187.88
472,US-2020-100471,2020-08-28,2020-09-04,Same Day,CU-10471,David Wilson,Corporate,United States,Savannah,Georgia,East,TEC-37408,Technology,Accessories,Accessories Model 561,1348.03,5,0.0,116.57
473,US-2017-100472,2017-02-25,2017-03-01,Standard Class,CU-10472,Patricia Taylor,Consumer,United States,Philadelphia,Pennsylvania,Central,OFF-94263,Office Supplies,Storage,Storage Model 204,78.22,4,0.0,21.76
474,US-2019-100473,2019-01-18,2019-01-22,Standard Class,CU-10473,Robert Jackson,Home Office,United States,Los Angeles,California,West,OFF-85603,Office Supplies,Binders,Binders Model 872,42.87,4,0.0,11.3
475,US-2020-100474,2020-05-08,2020-05-10,Second Class,CU-10474,William Wilson,Corporate,United States,Los Angeles,California,Central,OFF-30679,Office Supplies,Paper,Paper Model 691,116.04,3,0.0,26.59
476,US-2019-100475,2019-03-01,2019-03-02,Second Class,CU-10475,David Wilson,Consumer,United States,Spokane,Washington,West,TEC-74314,Technology,Phones,Phones Model 952,522.14,5,0.0,89.91
477,US-2020-100476,2020-02-21,2020-02-23,Second Class,CU-10476,Christopher Smith,Consumer,United States,San Diego,California,West,TEC-81802,Technology,Copiers,Copiers Model 634,764.12,9,0.5,12.95
478,US-2019-100477,2019-05-30,2019-06-02,Standard Class,CU-10477,Lisa Miller,Consumer,United States,San Diego,California,South,TEC-40983,Technology,Machines,Machines Model 237,990.01,6,0.0,203.47
479,US-2019-100478,2019-12-14,2019-12-17,Second Class,CU-10478,Richard Williams,Home Office,United States,Cleveland,Ohio,West,FUR-48062,Furniture,Furnishings,Furnishings Model 636,1702.49,7,0.0,4.74
480,US-2020-100479,2020-02-04,2020-02-05,Standard Class,CU-10479,Michael Johnson,Consumer,United States,Orlando,Florida,South,TEC-49987,Technology,Phones,Phones Model 769,40.29,1,0.2,8.15
481,US-2018-100480,2018-12-18,2018-12-25,Standard Class,CU-10480,Thomas Garcia,Consumer,United States,Houston,Texas,South,TEC-52138,Technology,Machines,Machines Model 646,363.33,3,0.3,62.88
482,US-2018-100481,2018-02-02,2018-02-09,First Class,CU-10481,Robert Williams,Corporate,United States,Springfield,Illinois,South,TEC-41640,Technology,Machines,Machines Model 130,703.16,5,0.0,63.81
483,US-2019-100482,2019-06-15,2019-06-18,Second Class,CU-10482,Robert Miller,Home Office,United States,Chicago,Illinois,Central,TEC-26566,Technology,Phones,Phones Model 890,190.2,8,0.0,39.52
484,US-2020-100483,2020-09-16,2020-09-20,First Class,CU-10483,William White,Consumer,United States,Miami,Florida,East,FUR-20472,Furniture,Chairs,Chairs Model 276,1646.62,4,0.1,9.29
485,US-2020-100484,2020-12-31,2021-01-07,Standard Class,CU-10484,Jennifer Jones,Corporate,United States,Dallas,Texas,Central,OFF-91331,Office Supplies,Paper,Paper Model 695,156.37,5,0.0,30.85
486,US-2020-100485,2020-01-27,2020-02-01,Standard Class,CU-10485,Robert Williams,Home Office,United States,Austin,Texas,Central,TEC-54178,Technology,Phones,Phones Model 188,1616.98,5,0.0,346.74
487,US-2020-100486,2020-03-05,2020-03-10,Second Class,CU-10486,Patricia Garcia,Home Office,United States,Philadelphia,Pennsylvania,South,OFF-54455,Office Supplies,Supplies,Supplies Model 367,85.73,2,0.0,17.93
488,US-2020-100487,2020-04-13,2020-04-15,First Class,CU-10487,Nancy Garcia,Consumer,United States,Detroit,Michigan,East,FUR-14175,Furniture,Tables,Tables Model 960,1716.5,7,0.0,166.94
489,US-2017-100488,2017-06-12,2017-06-16,First Class,CU-10488,Charles Williams,Corporate,United States,Columbus,Ohio,West,FUR-59187,Furniture,Furnishings,Furnishings Model 332,494.81,2,0.0,16.3
490,US-2018-100489,2018-09-14,2018-09-21,Standard Class,CU-10489,David White,Consumer,United States,Raleigh,North Carolina,West,OFF-43267,Office Supplies,Paper,Paper Model 489,239.71,8,0.1,48.33
491,US-2018-100490,2018-02-20,2018-02-25,Standard Class,CU-10490,Michael Williams,Home Office,United States,Pittsburgh,Pennsylvania,West,FUR-85454,Furniture,Furnishings,Furnishings Model 956,272.19,1,0.0,8.71
492,US-2018-100491,2018-06-12,2018-06-15,Standard Class,CU-10491,Mary Miller,Consumer,United States,Charlotte,North Carolina,East,FUR-21901,Furniture,Chairs,Chairs Model 478,308.38,3,0.0,-8.1
493,US-2019-100492,2019-01-26,2019-01-30,Standard Class,CU-10492,Susan Harris,Home Office,United States,Cleveland,Ohio,East,OFF-12845,Office Supplies,Supplies,Supplies Model 785,138.87,6,0.3,24.4
494,US-2020-100493,2020-01-04,2020-01-07,First Class,CU-10493,Christopher White,Consumer,United States,Phoenix,Arizona,Central,FUR-71267,Furniture,Tables,Tables Model 725,681.59,2,0.3,-20.29
495,US-2020-100494,2020-04-06,2020-04-11,First Class,CU-10494,Charles Johnson,Consumer,United States,Savannah,Georgia,West,TEC-97157,Technology,Machines,Machines Model 451,2497.04,9,0.1,551.14
496,US-2018-100495,2018-12-25,2018-12-28,Standard Class,CU-10495,Nancy Williams,Consumer,United States,Detroit,Michigan,Central,FUR-16343,Furniture,Chairs,Chairs Model 296,1050.52,5,0.0,145.33
497,US-2020-100496,2020-03-24,2020-03-28,Second Class,CU-10496,Linda Johnson,Consumer,United States,Raleigh,North Carolina,East,OFF-27455,Office Supplies,Storage,Storage Model 325,95.28,6,0.0,20.22
498,US-2020-100497,2020-02-06,2020-02-13,Standard Class,CU-10497,Christopher Davis,Consumer,United States,Grand Rapids,Michigan,South,OFF-38956,Office Supplies,Paper,Paper Model 177,56.7,2,0.0,15.99
499,US-2020-100498,2020-04-06,2020-04-10,Standard Class,CU-10498,Patricia Thomas,Consumer,United States,Tucson,Arizona,East,TEC-27666,Technology,Machines,Machines Model 877,2702.79,8,0.0,424.86
500,US-2020-100499,2020-06-27,2020-06-29,Standard Class,CU-10499,Lisa Williams,Consumer,United States,Savannah,Georgia,West,FUR-35760,Furniture,Bookcases,Bookcases Model 293,2357.39,6,0.1,101.56
501,US-2019-100500,2019-03-30,2019-04-01,Second Class,CU-10500,Charles Garcia,Consumer,United States,Rochester,New York,Central,OFF-59181,Office Supplies,Storage,Storage Model 504,267.8,9,0.0,49.37
502,US-2020-100501,2020-07-04,2020-07-08,Standard Class,CU-10501,Jennifer Jones,Consumer,United States,Atlanta,Georgia,South,OFF-60920,Office Supplies,Storage,Storage Model 399,103.3,5,0.3,17.07
503,US-2017-100502,2017-05-01,2017-05-02,First Class,CU-10502,Michael Harris,Consumer,United States,San Diego,California,Central,OFF-50071,Office Supplies,Storage,Storage Model 323,117.52,3,0.1,37.64
504,US-2018-100503,2018-06-16,2018-06-18,Second Class,CU-10503,John Anderson,Corporate,United States,Tucson,Arizona,Central,TEC-63872,Technology,Accessories,Accessories Model 894,98.27,1,0.0,9.61
505,US-2019-100504,2019-03-31,2019-04-04,First Class,CU-10504,Karen Smith,Consumer,United States,Detroit,Michigan,West,TEC-71089,Technology,Copiers,Copiers Model 483,468.86,2,0.0,96.3
506,US-2020-100505,2020-04-30,2020-05-05,Standard Class,CU-10505,Thomas Harris,Corporate,United States,Columbus,Ohio,Central,OFF-50213,Office Supplies,Binders,Binders Model 793,207.57,7,0.0,68.83
507,US-2019-100506,2019-05-15,2019-05-19,Second Class,CU-10506,Susan Brown,Consumer,United States,Atlanta,Georgia,Central,TEC-70677,Technology,Machines,Machines Model 272,649.93,4,0.2,102.13
508,US-2019-100507,2019-06-18,2019-06-22,Same Day,CU-10507,Mary Smith,Consumer,United States,Charlotte,North Carolina,South,FUR-58289,Furniture,Furnishings,Furnishings Model 878,434.94,1,0.0,-5.85
509,US-2017-100508,2017-05-16,2017-05-18,Standard Class,CU-10508,Thomas Brown,Consumer,United States,Buffalo,New York,West,FUR-23771,Furniture,Bookcases,Bookcases Model 858,1296.2,6,0.1,86.83
510,US-2018-100509,2018-09-26,2018-09-28,Standard Class,CU-10509,Thomas Davis,Consumer,United States,Chicago,Illinois,East,TEC-16446,Technology,Phones,Phones Model 275,376.26,1,0.0,56.9
